track_name,artist,album,release_date,popularity,spotify_url,id,duration_min,nconst,primaryName,birthYear,deathYear,primaryProfession,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Cruel Summer,Taylor Swift,Lover,2019-08-23,90,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,1BxfuPKGuaTgP7aM0Bbdwr,2.9737666666666667,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt1482459,movie,The Lorax,The Lorax,0.0,2012.0,,86.0,"Adventure,Animation,Comedy",6.4,136768
Cruel Summer,Taylor Swift,Lover,2019-08-23,90,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,1BxfuPKGuaTgP7aM0Bbdwr,2.9737666666666667,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt1392170,movie,The Hunger Games,The Hunger Games,0.0,2012.0,,142.0,"Action,Adventure,Sci-Fi",7.2,1041403
Cruel Summer,Taylor Swift,Lover,2019-08-23,90,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,1BxfuPKGuaTgP7aM0Bbdwr,2.9737666666666667,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt9411972,movie,Where The Crawdads Sing,Where The Crawdads Sing,0.0,2022.0,,125.0,"Drama,Mystery,Romance",7.2,145922
Shape Of You,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,3.8952,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt7991608,movie,Red Notice,Red Notice,0.0,2021.0,,118.0,"Action,Comedy,Thriller",6.3,339030
Shape Of You,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,3.8952,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt8079248,movie,Yesterday,Yesterday,0.0,2019.0,,116.0,"Comedy,Fantasy,Music",6.8,175787
Shape Of You,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,3.8952,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1473832,movie,Bridget Jones'S Baby,Bridget Jones'S Baby,0.0,2016.0,,123.0,"Comedy,Drama,Romance",6.4,87962
Shape Of You,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,3.8952,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1170358,movie,The Hobbit: The Desolation Of Smaug,The Hobbit: The Desolation Of Smaug,0.0,2013.0,,161.0,"Adventure,Fantasy",7.8,730951
Blinding Lights,The Weeknd,After Hours,2020-03-20,90,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,3.334,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt14954666,tvseries,The Idol,The Idol,0.0,2023.0,2023.0,276.0,"Drama,Music",4.4,114165
Blinding Lights,The Weeknd,After Hours,2020-03-20,90,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,3.334,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt1825683,movie,Black Panther,Black Panther,0.0,2018.0,,134.0,"Action,Adventure,Sci-Fi",7.3,872375
Blinding Lights,The Weeknd,After Hours,2020-03-20,90,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,3.334,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt2322441,movie,Fifty Shades Of Grey,Fifty Shades Of Grey,0.0,2015.0,,125.0,"Drama,Romance,Thriller",4.2,346067
Blinding Lights,The Weeknd,After Hours,2020-03-20,90,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,3.334,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt5727208,movie,Uncut Gems,Uncut Gems,0.0,2019.0,,135.0,"Crime,Drama,Thriller",7.4,334343
Chihiro,Billie Eilish,Hit Me Hard And Soft,2024-05-17,90,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj,7BRD7x5pt8Lqa1eGYC4dzj,5.057333333333333,nm8483808,Billie Eilish,2001.0,,"music_artist,composer,actress",tt2382320,movie,No Time To Die,No Time To Die,0.0,2021.0,,163.0,"Action,Adventure,Thriller",7.3,464669
Chihiro,Billie Eilish,Hit Me Hard And Soft,2024-05-17,90,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj,7BRD7x5pt8Lqa1eGYC4dzj,5.057333333333333,nm8483808,Billie Eilish,2001.0,,"music_artist,composer,actress",tt1517268,movie,Barbie,Barbie,0.0,2023.0,,114.0,"Adventure,Comedy,Fantasy",6.8,605663
Chihiro,Billie Eilish,Hit Me Hard And Soft,2024-05-17,90,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj,7BRD7x5pt8Lqa1eGYC4dzj,5.057333333333333,nm8483808,Billie Eilish,2001.0,,"music_artist,composer,actress",tt8097030,movie,Turning Red,Turning Red,0.0,2022.0,,100.0,"Adventure,Animation,Comedy",6.9,164596
Chihiro,Billie Eilish,Hit Me Hard And Soft,2024-05-17,90,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj,7BRD7x5pt8Lqa1eGYC4dzj,5.057333333333333,nm8483808,Billie Eilish,2001.0,,"music_artist,composer,actress",tt7752126,movie,Brightburn,Brightburn,0.0,2019.0,,90.0,"Drama,Horror,Mystery",6.1,113208
Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,4.39,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt7991608,movie,Red Notice,Red Notice,0.0,2021.0,,118.0,"Action,Comedy,Thriller",6.3,339030
Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,4.39,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt8079248,movie,Yesterday,Yesterday,0.0,2019.0,,116.0,"Comedy,Fantasy,Music",6.8,175787
Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,4.39,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1473832,movie,Bridget Jones'S Baby,Bridget Jones'S Baby,0.0,2016.0,,123.0,"Comedy,Drama,Romance",6.4,87962
Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,4.39,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1170358,movie,The Hobbit: The Desolation Of Smaug,The Hobbit: The Desolation Of Smaug,0.0,2013.0,,161.0,"Adventure,Fantasy",7.8,730951
Starboy,The Weeknd,Starboy,2016-11-25,90,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,7MXVkk9YMctZqd1Srtv4MB,3.840883333333333,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt14954666,tvseries,The Idol,The Idol,0.0,2023.0,2023.0,276.0,"Drama,Music",4.4,114165
Starboy,The Weeknd,Starboy,2016-11-25,90,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,7MXVkk9YMctZqd1Srtv4MB,3.840883333333333,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt1825683,movie,Black Panther,Black Panther,0.0,2018.0,,134.0,"Action,Adventure,Sci-Fi",7.3,872375
Starboy,The Weeknd,Starboy,2016-11-25,90,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,7MXVkk9YMctZqd1Srtv4MB,3.840883333333333,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt2322441,movie,Fifty Shades Of Grey,Fifty Shades Of Grey,0.0,2015.0,,125.0,"Drama,Romance,Thriller",4.2,346067
Starboy,The Weeknd,Starboy,2016-11-25,90,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,7MXVkk9YMctZqd1Srtv4MB,3.840883333333333,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt5727208,movie,Uncut Gems,Uncut Gems,0.0,2019.0,,135.0,"Crime,Drama,Thriller",7.4,334343
As It Was,Harry Styles,Harry'S House,2022-05-20,89,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,4Dvkj6JhhA12EX05fT7y2e,2.788383333333333,nm4089170,Harry Styles,1994.0,,"music_artist,actor,composer",tt5013056,movie,Dunkirk,Dunkirk,0.0,2017.0,,106.0,"Action,Drama,History",7.8,771876
As It Was,Harry Styles,Harry'S House,2022-05-20,89,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,4Dvkj6JhhA12EX05fT7y2e,2.788383333333333,nm4089170,Harry Styles,1994.0,,"music_artist,actor,composer",tt10731256,movie,Don'T Worry Darling,Don'T Worry Darling,0.0,2022.0,,123.0,"Drama,Mystery,Thriller",6.3,165020
As It Was,Harry Styles,Harry'S House,2022-05-20,89,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,4Dvkj6JhhA12EX05fT7y2e,2.788383333333333,nm4089170,Harry Styles,1994.0,,"music_artist,actor,composer",tt13139228,movie,My Policeman,My Policeman,0.0,2022.0,,113.0,"Drama,Romance",6.6,24369
As It Was,Harry Styles,Harry'S House,2022-05-20,89,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,4Dvkj6JhhA12EX05fT7y2e,2.788383333333333,nm4089170,Harry Styles,1994.0,,"music_artist,actor,composer",tt5164432,movie,"Love, Simon","Love, Simon",0.0,2018.0,,110.0,"Comedy,Drama,Romance",7.5,130464
Without Me,Eminem,The Eminem Show,2002-05-26,89,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,7lQ8MOhq6IN2w8EYcFNSUk,4.838666666666667,nm0004896,Eminem,1972.0,,"music_artist,actor,composer",tt0298203,movie,8 Mile,8 Mile,0.0,2002.0,,110.0,"Drama,Music",7.2,337730
Without Me,Eminem,The Eminem Show,2002-05-26,89,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,7lQ8MOhq6IN2w8EYcFNSUk,4.838666666666667,nm0004896,Eminem,1972.0,,"music_artist,actor,composer",tt1201167,movie,Funny People,Funny People,0.0,2009.0,,146.0,"Comedy,Drama",6.3,125414
Without Me,Eminem,The Eminem Show,2002-05-26,89,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,7lQ8MOhq6IN2w8EYcFNSUk,4.838666666666667,nm0004896,Eminem,1972.0,,"music_artist,actor,composer",tt1596343,movie,Fast Five,Fast Five,0.0,2011.0,,130.0,"Action,Crime,Thriller",7.3,420136
Without Me,Eminem,The Eminem Show,2002-05-26,89,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,7lQ8MOhq6IN2w8EYcFNSUk,4.838666666666667,nm0004896,Eminem,1972.0,,"music_artist,actor,composer",tt0306685,movie,Cradle 2 The Grave,Cradle 2 The Grave,0.0,2003.0,,101.0,"Action,Crime,Drama",5.8,47770
Just The Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,89,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,7BqBn9nzAq8spo5e7cZ0dJ,3.6789,nm3960069,Bruno Mars,1985.0,,"music_artist,composer,actor",tt9376612,movie,Shang-Chi And The Legend Of The Ten Rings,Shang-Chi And The Legend Of The Ten Rings,0.0,2021.0,,132.0,"Action,Adventure,Fantasy",7.3,461793
Just The Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,89,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,7BqBn9nzAq8spo5e7cZ0dJ,3.6789,nm3960069,Bruno Mars,1985.0,,"music_artist,composer,actor",tt2357291,movie,Rio 2,Rio 2,0.0,2014.0,,101.0,"Adventure,Animation,Comedy",6.3,106177
Just The Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,89,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,7BqBn9nzAq8spo5e7cZ0dJ,3.6789,nm3960069,Bruno Mars,1985.0,,"music_artist,composer,actor",tt0448115,movie,Shazam!,Shazam!,0.0,2019.0,,132.0,"Action,Adventure,Comedy",7.0,399788
Just The Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,89,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,7BqBn9nzAq8spo5e7cZ0dJ,3.6789,nm3960069,Bruno Mars,1985.0,,"music_artist,composer,actor",tt1324999,movie,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,0.0,2011.0,,117.0,"Adventure,Drama,Fantasy",4.9,262996
Lovely (With Khalid),Billie Eilish,Lovely (With Khalid),2018-04-19,89,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,3.3364166666666666,nm8483808,Billie Eilish,2001.0,,"music_artist,composer,actress",tt2382320,movie,No Time To Die,No Time To Die,0.0,2021.0,,163.0,"Action,Adventure,Thriller",7.3,464669
Lovely (With Khalid),Billie Eilish,Lovely (With Khalid),2018-04-19,89,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,3.3364166666666666,nm8483808,Billie Eilish,2001.0,,"music_artist,composer,actress",tt1517268,movie,Barbie,Barbie,0.0,2023.0,,114.0,"Adventure,Comedy,Fantasy",6.8,605663
Lovely (With Khalid),Billie Eilish,Lovely (With Khalid),2018-04-19,89,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,3.3364166666666666,nm8483808,Billie Eilish,2001.0,,"music_artist,composer,actress",tt8097030,movie,Turning Red,Turning Red,0.0,2022.0,,100.0,"Adventure,Animation,Comedy",6.9,164596
Lovely (With Khalid),Billie Eilish,Lovely (With Khalid),2018-04-19,89,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,3.3364166666666666,nm8483808,Billie Eilish,2001.0,,"music_artist,composer,actress",tt7752126,movie,Brightburn,Brightburn,0.0,2019.0,,90.0,"Drama,Horror,Mystery",6.1,113208
Closer,The Chainsmokers,Closer,2016-07-29,89,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,4.082666666666666,nm7647964,The Chainsmokers,,,"music_artist,actor,composer",tt1666801,movie,The Duff,The Duff,0.0,2015.0,,101.0,"Comedy,Romance",6.4,104617
Closer,The Chainsmokers,Closer,2016-07-29,89,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,4.082666666666666,nm7647964,The Chainsmokers,,,"music_artist,actor,composer",tt2126235,movie,Collide,Collide,0.0,2016.0,,99.0,"Action,Adventure,Crime",5.7,17776
Closer,The Chainsmokers,Closer,2016-07-29,89,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,4.082666666666666,nm7647964,The Chainsmokers,,,"music_artist,actor,composer",tt8045906,movie,Words On Bathroom Walls,Words On Bathroom Walls,0.0,2020.0,,110.0,"Drama,Romance",7.2,14768
Closer,The Chainsmokers,Closer,2016-07-29,89,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,4.082666666666666,nm7647964,The Chainsmokers,,,"music_artist,actor,composer",tt6284564,movie,Hot Dog,Hot Dog,0.0,2018.0,,100.0,"Action,Comedy",4.1,2269
Night Changes,One Direction,Four (Deluxe),2014-11-17,89,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,3.776666666666667,nm4108424,One Direction,,,"music_artist,actor,director",tt3088084,movie,Say 'I Love You',Sukitte Iinayo.,0.0,2014.0,,102.0,"Drama,Romance",6.2,1355
Night Changes,One Direction,Four (Deluxe),2014-11-17,89,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,3.776666666666667,nm4108424,One Direction,,,"music_artist,actor,director",tt4192812,tvseries,Unforgotten,Unforgotten,0.0,2015.0,,45.0,"Crime,Drama,Mystery",8.4,34342
Night Changes,One Direction,Four (Deluxe),2014-11-17,89,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,3.776666666666667,nm4108424,One Direction,,,"music_artist,actor,director",tt5222314,tvseries,Total Dreamer,Totalmente Demais,0.0,2015.0,2016.0,,"Comedy,Drama,Romance",7.1,531
Night Changes,One Direction,Four (Deluxe),2014-11-17,89,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,3.776666666666667,nm4108424,One Direction,,,"music_artist,actor,director",tt2666270,tvseries,About A Boy,About A Boy,0.0,2014.0,2015.0,22.0,"Comedy,Drama,Romance",7.4,8972
Hips Don'T Lie (Feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,88,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,3ZFTkvIE7kyPt6Nu3PEa7V,3.634883333333333,nm0787680,Shakira,1977.0,,"music_artist,actress,composer",tt2948356,movie,Zootopia,Zootopia,0.0,2016.0,,108.0,"Action,Adventure,Animation",8.0,578340
Hips Don'T Lie (Feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,88,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,3ZFTkvIE7kyPt6Nu3PEa7V,3.634883333333333,nm0787680,Shakira,1977.0,,"music_artist,actress,composer",tt0484740,movie,Love In The Time Of Cholera,Love In The Time Of Cholera,0.0,2007.0,,139.0,"Drama,Romance",6.4,24535
Hips Don'T Lie (Feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,88,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,3ZFTkvIE7kyPt6Nu3PEa7V,3.634883333333333,nm0787680,Shakira,1977.0,,"music_artist,actress,composer",tt0988595,movie,27 Dresses,27 Dresses,0.0,2008.0,,111.0,"Comedy,Romance",6.1,181018
Photograph,Ed Sheeran,X (Deluxe Edition),2014-06-21,88,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,1HNkqx9Ahdgi1Ixy2xkKkL,4.316433333333333,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt7991608,movie,Red Notice,Red Notice,0.0,2021.0,,118.0,"Action,Comedy,Thriller",6.3,339030
Photograph,Ed Sheeran,X (Deluxe Edition),2014-06-21,88,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,1HNkqx9Ahdgi1Ixy2xkKkL,4.316433333333333,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt8079248,movie,Yesterday,Yesterday,0.0,2019.0,,116.0,"Comedy,Fantasy,Music",6.8,175787
Photograph,Ed Sheeran,X (Deluxe Edition),2014-06-21,88,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,1HNkqx9Ahdgi1Ixy2xkKkL,4.316433333333333,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1473832,movie,Bridget Jones'S Baby,Bridget Jones'S Baby,0.0,2016.0,,123.0,"Comedy,Drama,Romance",6.4,87962
Photograph,Ed Sheeran,X (Deluxe Edition),2014-06-21,88,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,1HNkqx9Ahdgi1Ixy2xkKkL,4.316433333333333,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1170358,movie,The Hobbit: The Desolation Of Smaug,The Hobbit: The Desolation Of Smaug,0.0,2013.0,,161.0,"Adventure,Fantasy",7.8,730951
Counting Stars,Onerepublic,Native,2013-01-01,88,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1,2tpWsVSb9UEmDRxAl1zhX1,4.28775,nm2780224,Onerepublic,,,"music_artist,actor,music_department",tt0435651,movie,The Giver,The Giver,0.0,2014.0,,97.0,"Drama,Romance,Sci-Fi",6.4,128414
Counting Stars,Onerepublic,Native,2013-01-01,88,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1,2tpWsVSb9UEmDRxAl1zhX1,4.28775,nm2780224,Onerepublic,,,"music_artist,actor,music_department",tt1340138,movie,Terminator Genisys,Terminator Genisys,0.0,2015.0,,126.0,"Action,Adventure,Sci-Fi",6.3,300013
Counting Stars,Onerepublic,Native,2013-01-01,88,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1,2tpWsVSb9UEmDRxAl1zhX1,4.28775,nm2780224,Onerepublic,,,"music_artist,actor,music_department",tt4682786,movie,Collateral Beauty,Collateral Beauty,0.0,2016.0,,97.0,"Drama,Romance",6.8,107406
Counting Stars,Onerepublic,Native,2013-01-01,88,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1,2tpWsVSb9UEmDRxAl1zhX1,4.28775,nm2780224,Onerepublic,,,"music_artist,actor,music_department",tt1282140,movie,Easy A,Easy A,0.0,2010.0,,92.0,"Comedy,Drama,Romance",7.0,431110
There'S Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),2017-04-20,88,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,7JJmb5XwzOO8jgpou264Ml,3.324,nm6658398,Shawn Mendes,1998.0,,"music_artist,actor,composer",tt6467266,movie,Sing 2,Sing 2,0.0,2021.0,,110.0,"Adventure,Animation,Comedy",7.3,95381
There'S Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),2017-04-20,88,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,7JJmb5XwzOO8jgpou264Ml,3.324,nm6658398,Shawn Mendes,1998.0,,"music_artist,actor,composer",tt6957966,movie,Little Italy,Little Italy,0.0,2018.0,,102.0,"Comedy,Romance",5.7,18982
There'S Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),2017-04-20,88,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,7JJmb5XwzOO8jgpou264Ml,3.324,nm6658398,Shawn Mendes,1998.0,,"music_artist,actor,composer",tt14668630,movie,"Lyle, Lyle, Crocodile","Lyle, Lyle, Crocodile",0.0,2022.0,,106.0,"Adventure,Comedy,Family",6.1,16898
Believer,Imagine Dragons,Evolve,2017-06-23,88,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,3.4057666666666666,nm4995251,Imagine Dragons,,,"music_artist,actor,composer",tt1517260,movie,The Host,The Host,0.0,2013.0,,125.0,"Action,Adventure,Drama",5.8,120171
Believer,Imagine Dragons,Evolve,2017-06-23,88,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,3.4057666666666666,nm4995251,Imagine Dragons,,,"music_artist,actor,composer",tt2109248,movie,Transformers: Age Of Extinction,Transformers: Age Of Extinction,0.0,2014.0,,165.0,"Action,Adventure,Sci-Fi",5.6,340482
Believer,Imagine Dragons,Evolve,2017-06-23,88,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,3.4057666666666666,nm4995251,Imagine Dragons,,,"music_artist,actor,composer",tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0.0,2013.0,,146.0,"Action,Adventure,Sci-Fi",7.5,746767
Believer,Imagine Dragons,Evolve,2017-06-23,88,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,3.4057666666666666,nm4995251,Imagine Dragons,,,"music_artist,actor,composer",tt1355644,movie,Passengers,Passengers,0.0,2016.0,,116.0,"Drama,Romance,Sci-Fi",7.0,473877
Beautiful Things,Benson Boone,Beautiful Things,2024-01-18,88,https://open.spotify.com/track/6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,3.0050666666666666,nm13184863,Benson Boone,2002.0,,"actor,composer,soundtrack",tt12584954,movie,Twisters,Twisters,0.0,2024.0,,122.0,"Action,Adventure,Thriller",6.5,169105
Beautiful Things,Benson Boone,Beautiful Things,2024-01-18,88,https://open.spotify.com/track/6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,3.0050666666666666,nm13184863,Benson Boone,2002.0,,"actor,composer,soundtrack",tt8103070,tvseries,Legacies,Legacies,0.0,2018.0,2022.0,45.0,"Adventure,Drama,Fantasy",7.2,39733
Beautiful Things,Benson Boone,Beautiful Things,2024-01-18,88,https://open.spotify.com/track/6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,3.0050666666666666,nm13184863,Benson Boone,2002.0,,"actor,composer,soundtrack",tt1480165,tvseries,The Project,The 7Pm Project,0.0,2009.0,,60.0,"Comedy,News,Talk-Show",4.2,944
Bring Me To Life,Evanescence,Fallen,2003-03-04,88,https://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp,0COqiPhxzoWICwFCS4eZcp,3.93155,nm1419276,Evanescence,,,"music_artist,actor,composer",tt1496025,movie,Underworld: Awakening,Underworld: Awakening,0.0,2012.0,,88.0,"Action,Fantasy,Thriller",6.3,164457
Bring Me To Life,Evanescence,Fallen,2003-03-04,88,https://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp,0COqiPhxzoWICwFCS4eZcp,3.93155,nm1419276,Evanescence,,,"music_artist,actor,composer",tt0287978,movie,Daredevil,Daredevil,0.0,2003.0,,103.0,"Action,Crime,Drama",5.3,235911
Bring Me To Life,Evanescence,Fallen,2003-03-04,88,https://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp,0COqiPhxzoWICwFCS4eZcp,3.93155,nm1419276,Evanescence,,,"music_artist,actor,composer",tt12649014,movie,Terminator 5: Smert Gollivuda,Terminator 5: Smert Gollivuda,0.0,2004.0,,102.0,"Action,Comedy,Sci-Fi",6.8,11
I'M Good (Blue),David Guetta,I'M Good (Blue),2022-08-26,88,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK,4uUG5RXrOk84mYEfFvj3cK,2.9206333333333334,nm1615892,David Guetta,1967.0,,"music_artist,composer,actor",tt2820852,movie,Furious 7,Fast & Furious 7,0.0,2015.0,,137.0,"Action,Thriller",7.1,426779
I'M Good (Blue),David Guetta,I'M Good (Blue),2022-08-26,88,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK,4uUG5RXrOk84mYEfFvj3cK,2.9206333333333334,nm1615892,David Guetta,1967.0,,"music_artist,composer,actor",tt1905041,movie,Fast & Furious 6,Furious 6,0.0,2013.0,,130.0,"Action,Thriller",7.0,428278
