track_name,artist,album,release_date,popularity,spotify_url,id,duration_min,nconst,primaryName,birthYear,deathYear,primaryProfession,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Gorgeous,Taylor Swift,Reputation,2017-11-10,76,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,1ZY1PqizIl78geGM4xWlEA,3.494666666666667,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt1482459,movie,The Lorax,The Lorax,0.0,2012.0,,86.0,"Adventure,Animation,Comedy",6.4,136768
Gorgeous,Taylor Swift,Reputation,2017-11-10,76,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,1ZY1PqizIl78geGM4xWlEA,3.494666666666667,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt1392170,movie,The Hunger Games,The Hunger Games,0.0,2012.0,,142.0,"Action,Adventure,Sci-Fi",7.2,1041403
Gorgeous,Taylor Swift,Reputation,2017-11-10,76,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,1ZY1PqizIl78geGM4xWlEA,3.494666666666667,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt9411972,movie,Where The Crawdads Sing,Where The Crawdads Sing,0.0,2022.0,,125.0,"Drama,Mystery,Romance",7.2,145922
Cheap Thrills (Feat. Sean Paul),Sia,This Is Acting,2016-02-18,76,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,378iszndTZAR4dH8kwsLC6,3.746883333333333,nm2397981,Sia,1975.0,,"music_artist,composer,actress",tt7541720,movie,Music,Music,0.0,2021.0,,107.0,"Drama,Musical,Thriller",3.2,9452
Cheap Thrills (Feat. Sean Paul),Sia,This Is Acting,2016-02-18,76,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,378iszndTZAR4dH8kwsLC6,3.746883333333333,nm2397981,Sia,1975.0,,"music_artist,composer,actress",tt1823664,movie,Annie,Annie,0.0,2014.0,,118.0,"Comedy,Drama,Family",5.4,42138
Cheap Thrills (Feat. Sean Paul),Sia,This Is Acting,2016-02-18,76,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,378iszndTZAR4dH8kwsLC6,3.746883333333333,nm2397981,Sia,1975.0,,"music_artist,composer,actress",tt3741834,movie,Lion,Lion,0.0,2016.0,,118.0,"Biography,Drama",8.0,259182
Cheap Thrills (Feat. Sean Paul),Sia,This Is Acting,2016-02-18,76,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,378iszndTZAR4dH8kwsLC6,3.746883333333333,nm2397981,Sia,1975.0,,"music_artist,composer,actress",tt2660888,movie,Star Trek Beyond,Star Trek Beyond,0.0,2016.0,,122.0,"Action,Adventure,Sci-Fi",7.0,264634
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018-05-10,76,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,4hQ6UGyWQIGJmHSo0J88JW,3.4650666666666665,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt2101441,movie,Spring Breakers,Spring Breakers,0.0,2012.0,,94.0,"Crime,Drama,Thriller",5.3,151924
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018-05-10,76,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,4hQ6UGyWQIGJmHSo0J88JW,3.4650666666666665,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt20221436,movie,Emilia Pérez,Emilia Pérez,0.0,2024.0,,132.0,"Comedy,Crime,Drama",5.4,88408
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018-05-10,76,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,4hQ6UGyWQIGJmHSo0J88JW,3.4650666666666665,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt1067774,movie,Monte Carlo,Monte Carlo,0.0,2011.0,,109.0,"Adventure,Comedy,Family",5.8,50568
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018-05-10,76,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,4hQ6UGyWQIGJmHSo0J88JW,3.4650666666666665,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0.0,2012.0,,91.0,"Animation,Comedy,Family",7.0,296618
Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),2008-11-11,76,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,1D4PL9B8gOg78jiHg3FvBb,3.937766666666666,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt28814949,movie,Taylor Swift: The Eras Tour,Taylor Swift: The Eras Tour,0.0,2023.0,,169.0,"Documentary,Music,Musical",8.0,24160
Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),2008-11-11,76,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,1D4PL9B8gOg78jiHg3FvBb,3.937766666666666,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt1482459,movie,The Lorax,The Lorax,0.0,2012.0,,86.0,"Adventure,Animation,Comedy",6.4,136768
Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),2008-11-11,76,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,1D4PL9B8gOg78jiHg3FvBb,3.937766666666666,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt1392170,movie,The Hunger Games,The Hunger Games,0.0,2012.0,,142.0,"Action,Adventure,Sci-Fi",7.2,1041403
Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),2008-11-11,76,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,1D4PL9B8gOg78jiHg3FvBb,3.937766666666666,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt9411972,movie,Where The Crawdads Sing,Where The Crawdads Sing,0.0,2022.0,,125.0,"Drama,Mystery,Romance",7.2,145922
I Don'T Care (With Justin Bieber),Ed Sheeran,I Don'T Care (With Justin Bieber),2019-05-10,76,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,3HVWdVOQ0ZA45FuZGSfvns,3.665766666666667,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt7991608,movie,Red Notice,Red Notice,0.0,2021.0,,118.0,"Action,Comedy,Thriller",6.3,339030
I Don'T Care (With Justin Bieber),Ed Sheeran,I Don'T Care (With Justin Bieber),2019-05-10,76,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,3HVWdVOQ0ZA45FuZGSfvns,3.665766666666667,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt8079248,movie,Yesterday,Yesterday,0.0,2019.0,,116.0,"Comedy,Fantasy,Music",6.8,175787
I Don'T Care (With Justin Bieber),Ed Sheeran,I Don'T Care (With Justin Bieber),2019-05-10,76,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,3HVWdVOQ0ZA45FuZGSfvns,3.665766666666667,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1473832,movie,Bridget Jones'S Baby,Bridget Jones'S Baby,0.0,2016.0,,123.0,"Comedy,Drama,Romance",6.4,87962
I Don'T Care (With Justin Bieber),Ed Sheeran,I Don'T Care (With Justin Bieber),2019-05-10,76,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,3HVWdVOQ0ZA45FuZGSfvns,3.665766666666667,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1170358,movie,The Hobbit: The Desolation Of Smaug,The Hobbit: The Desolation Of Smaug,0.0,2013.0,,161.0,"Adventure,Fantasy",7.8,730951
Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,76,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,3.4906333333333333,nm10933759,Tones And I,1993.0,,"music_artist,actress,composer",tt15340790,tvseries,Christmas Flow,Christmas Flow,0.0,2021.0,2021.0,50.0,"Comedy,Music,Romance",6.0,987
Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,76,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,3.4906333333333333,nm10933759,Tones And I,1993.0,,"music_artist,actress,composer",tt11125620,movie,The Addams Family 2,The Addams Family 2,0.0,2021.0,,93.0,"Adventure,Animation,Comedy",5.4,16633
Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,76,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,3.4906333333333333,nm10933759,Tones And I,1993.0,,"music_artist,actress,composer",tt5624916,tvseries,Tvoje Tvár Má Známý Hlas,Tvoje Tvár Má Známý Hlas,0.0,2016.0,,100.0,"Comedy,Game-Show,Music",5.1,74
Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,76,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,3.4906333333333333,nm10933759,Tones And I,1993.0,,"music_artist,actress,composer",tt4844150,movie,A Babysitter'S Guide To Monster Hunting,A Babysitter'S Guide To Monster Hunting,0.0,2020.0,,98.0,"Comedy,Family,Fantasy",5.4,5126
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),2011-05-23,76,https://open.spotify.com/track/30XU4suKzCeoCK9YFzdufg,30XU4suKzCeoCK9YFzdufg,4.337533333333333,nm3078932,Lady Gaga,1986.0,,"music_artist,actress,composer",tt1517451,movie,A Star Is Born,A Star Is Born,0.0,2018.0,,136.0,"Drama,Music,Romance",7.6,435560
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),2011-05-23,76,https://open.spotify.com/track/30XU4suKzCeoCK9YFzdufg,30XU4suKzCeoCK9YFzdufg,4.337533333333333,nm3078932,Lady Gaga,1986.0,,"music_artist,actress,composer",tt11315808,movie,Joker: Folie À Deux,Joker: Folie À Deux,0.0,2024.0,,138.0,"Drama,Musical,Thriller",5.2,160903
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),2011-05-23,76,https://open.spotify.com/track/30XU4suKzCeoCK9YFzdufg,30XU4suKzCeoCK9YFzdufg,4.337533333333333,nm3078932,Lady Gaga,1986.0,,"music_artist,actress,composer",tt11214590,movie,House Of Gucci,House Of Gucci,0.0,2021.0,,158.0,"Biography,Crime,Drama",6.6,168327
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),2011-05-23,76,https://open.spotify.com/track/30XU4suKzCeoCK9YFzdufg,30XU4suKzCeoCK9YFzdufg,4.337533333333333,nm3078932,Lady Gaga,1986.0,,"music_artist,actress,composer",tt2002718,movie,Machete Kills,Machete Kills,0.0,2013.0,,107.0,"Action,Comedy,Crime",5.6,84037
"I Hate U, I Love U (Feat. Olivia O'Brien)",Gnash,Us,2016-03-25,76,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,7vRriwrloYVaoAe3a9wJHe,4.183883333333333,nm8281864,Gnash,,,"actor,composer,soundtrack",tt6491190,tvseries,Edge Of Desire,A Força Do Querer,0.0,2017.0,2017.0,60.0,"Crime,Drama,Thriller",7.4,399
"I Hate U, I Love U (Feat. Olivia O'Brien)",Gnash,Us,2016-03-25,76,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,7vRriwrloYVaoAe3a9wJHe,4.183883333333333,nm8281864,Gnash,,,"actor,composer,soundtrack",tt4264964,tvseries,Evening Urgant,Vecherniy Urgant,0.0,2012.0,2022.0,30.0,"Comedy,News,Talk-Show",6.2,819
"I Hate U, I Love U (Feat. Olivia O'Brien)",Gnash,Us,2016-03-25,76,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,7vRriwrloYVaoAe3a9wJHe,4.183883333333333,nm8281864,Gnash,,,"actor,composer,soundtrack",tt3513388,tvseries,Late Night With Seth Meyers,Late Night With Seth Meyers,0.0,2014.0,,60.0,"Comedy,Talk-Show",6.3,8256
The Morning,The Weeknd,House Of Balloons (Original),2011-03-21,76,https://open.spotify.com/track/4jBfUB4kQJCWOrjGLQqhO0,4jBfUB4kQJCWOrjGLQqhO0,5.23515,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt14954666,tvseries,The Idol,The Idol,0.0,2023.0,2023.0,276.0,"Drama,Music",4.4,114165
The Morning,The Weeknd,House Of Balloons (Original),2011-03-21,76,https://open.spotify.com/track/4jBfUB4kQJCWOrjGLQqhO0,4jBfUB4kQJCWOrjGLQqhO0,5.23515,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt1825683,movie,Black Panther,Black Panther,0.0,2018.0,,134.0,"Action,Adventure,Sci-Fi",7.3,872375
The Morning,The Weeknd,House Of Balloons (Original),2011-03-21,76,https://open.spotify.com/track/4jBfUB4kQJCWOrjGLQqhO0,4jBfUB4kQJCWOrjGLQqhO0,5.23515,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt2322441,movie,Fifty Shades Of Grey,Fifty Shades Of Grey,0.0,2015.0,,125.0,"Drama,Romance,Thriller",4.2,346067
The Morning,The Weeknd,House Of Balloons (Original),2011-03-21,76,https://open.spotify.com/track/4jBfUB4kQJCWOrjGLQqhO0,4jBfUB4kQJCWOrjGLQqhO0,5.23515,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt5727208,movie,Uncut Gems,Uncut Gems,0.0,2019.0,,135.0,"Crime,Drama,Thriller",7.4,334343
Black Magic,Little Mix,Get Weird (Expanded Edition),2015-11-06,76,https://open.spotify.com/track/6rmXhRIemCTPyMYZRDN7Qg,6rmXhRIemCTPyMYZRDN7Qg,3.5297666666666667,nm4702185,Little Mix,,,"music_artist,actress,miscellaneous",tt10362466,movie,After We Collided,After We Collided,0.0,2020.0,,105.0,"Drama,Romance",5.1,41595
Black Magic,Little Mix,Get Weird (Expanded Edition),2015-11-06,76,https://open.spotify.com/track/6rmXhRIemCTPyMYZRDN7Qg,6rmXhRIemCTPyMYZRDN7Qg,3.5297666666666667,nm4702185,Little Mix,,,"music_artist,actress,miscellaneous",tt6359956,movie,A Bad Moms Christmas,A Bad Moms Christmas,0.0,2017.0,,104.0,Comedy,5.6,60515
Black Magic,Little Mix,Get Weird (Expanded Edition),2015-11-06,76,https://open.spotify.com/track/6rmXhRIemCTPyMYZRDN7Qg,6rmXhRIemCTPyMYZRDN7Qg,3.5297666666666667,nm4702185,Little Mix,,,"music_artist,actress,miscellaneous",tt2848292,movie,Pitch Perfect 2,Pitch Perfect 2,0.0,2015.0,,115.0,"Comedy,Music",6.4,175054
Black Magic,Little Mix,Get Weird (Expanded Edition),2015-11-06,76,https://open.spotify.com/track/6rmXhRIemCTPyMYZRDN7Qg,6rmXhRIemCTPyMYZRDN7Qg,3.5297666666666667,nm4702185,Little Mix,,,"music_artist,actress,miscellaneous",tt2083355,movie,The Best Man Holiday,The Best Man Holiday,0.0,2013.0,,123.0,"Comedy,Drama",6.6,17439
Only Girl (In The World),Rihanna,Loud,2010-11-16,75,https://open.spotify.com/track/0AH6WMe3OlAlUb5miXt2FQ,0AH6WMe3OlAlUb5miXt2FQ,3.924883333333333,nm1982597,Rihanna,1988.0,,"music_artist,actress,composer",tt1440129,movie,Battleship,Battleship,0.0,2012.0,,131.0,"Action,Adventure,Sci-Fi",5.8,263046
Only Girl (In The World),Rihanna,Loud,2010-11-16,75,https://open.spotify.com/track/0AH6WMe3OlAlUb5miXt2FQ,0AH6WMe3OlAlUb5miXt2FQ,3.924883333333333,nm1982597,Rihanna,1988.0,,"music_artist,actress,composer",tt2224026,movie,Home,Home,0.0,2015.0,,94.0,"Adventure,Animation,Comedy",6.5,116169
Only Girl (In The World),Rihanna,Loud,2010-11-16,75,https://open.spotify.com/track/0AH6WMe3OlAlUb5miXt2FQ,0AH6WMe3OlAlUb5miXt2FQ,3.924883333333333,nm1982597,Rihanna,1988.0,,"music_artist,actress,composer",tt2239822,movie,Valerian And The City Of A Thousand Planets,Valerian And The City Of A Thousand Planets,0.0,2017.0,,136.0,"Action,Adventure,Fantasy",6.4,203918
Only Girl (In The World),Rihanna,Loud,2010-11-16,75,https://open.spotify.com/track/0AH6WMe3OlAlUb5miXt2FQ,0AH6WMe3OlAlUb5miXt2FQ,3.924883333333333,nm1982597,Rihanna,1988.0,,"music_artist,actress,composer",tt1245492,movie,This Is The End,This Is The End,0.0,2013.0,,107.0,"Comedy,Fantasy",6.6,444509
In My Feelings,Drake,Scorpion,2018-06-29,75,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,3.6320833333333336,nm1013044,Drake,1986.0,,"music_artist,actor,producer",tt0288937,tvseries,Degrassi: The Next Generation,Degrassi: The Next Generation,0.0,2001.0,2015.0,30.0,"Drama,Romance",7.6,15094
In My Feelings,Drake,Scorpion,2018-06-29,75,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,3.6320833333333336,nm1013044,Drake,1986.0,,"music_artist,actor,producer",tt10304142,movie,Amsterdam,Amsterdam,0.0,2022.0,,134.0,"Comedy,Drama,History",6.1,100299
In My Feelings,Drake,Scorpion,2018-06-29,75,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,3.6320833333333336,nm1013044,Drake,1986.0,,"music_artist,actor,producer",tt1229340,movie,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,0.0,2013.0,,119.0,Comedy,6.3,197365
In My Feelings,Drake,Scorpion,2018-06-29,75,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,3.6320833333333336,nm1013044,Drake,1986.0,,"music_artist,actor,producer",tt2704998,movie,Game Night,Game Night,0.0,2018.0,,100.0,"Action,Adventure,Comedy",6.9,265082
Enjoy The Silence,Depeche Mode,The Singles 86-98,1998-09-28,75,https://open.spotify.com/track/6WK9dVrRABMkUXFLNlgWFh,6WK9dVrRABMkUXFLNlgWFh,4.2522166666666665,nm0220058,Depeche Mode,,,"music_artist,music_department,actor",tt1477834,movie,Aquaman,Aquaman,0.0,2018.0,,143.0,"Action,Adventure,Fantasy",6.8,537211
Enjoy The Silence,Depeche Mode,The Singles 86-98,1998-09-28,75,https://open.spotify.com/track/6WK9dVrRABMkUXFLNlgWFh,6WK9dVrRABMkUXFLNlgWFh,4.2522166666666665,nm0220058,Depeche Mode,,,"music_artist,music_department,actor",tt9495224,movie,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch,0.0,2018.0,,90.0,"Drama,Fantasy,Mystery",7.1,140378
Enjoy The Silence,Depeche Mode,The Singles 86-98,1998-09-28,75,https://open.spotify.com/track/6WK9dVrRABMkUXFLNlgWFh,6WK9dVrRABMkUXFLNlgWFh,4.2522166666666665,nm0220058,Depeche Mode,,,"music_artist,music_department,actor",tt2406566,movie,Atomic Blonde,Atomic Blonde,0.0,2017.0,,115.0,"Action,Thriller",6.7,213941
Bam Bam (Feat. Ed Sheeran),Camila Cabello,Bam Bam (Feat. Ed Sheeran),2022-03-04,75,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1,0QBzMgT7NIeoCYy3sJCof1,3.4345,nm5305981,Camila Cabello,1997.0,,"music_artist,actress,composer",tt10155932,movie,Cinderella,Cinderella,0.0,2021.0,,112.0,"Comedy,Family,Fantasy",4.4,48801
Bam Bam (Feat. Ed Sheeran),Camila Cabello,Bam Bam (Feat. Ed Sheeran),2022-03-04,75,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1,0QBzMgT7NIeoCYy3sJCof1,3.4345,nm5305981,Camila Cabello,1997.0,,"music_artist,actress,composer",tt5519340,movie,Bright,Bright,0.0,2017.0,,117.0,"Action,Fantasy,Thriller",6.3,205959
Bam Bam (Feat. Ed Sheeran),Camila Cabello,Bam Bam (Feat. Ed Sheeran),2022-03-04,75,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1,0QBzMgT7NIeoCYy3sJCof1,3.4345,nm5305981,Camila Cabello,1997.0,,"music_artist,actress,composer",tt4630562,movie,The Fate Of The Furious,The Fate Of The Furious,0.0,2017.0,,136.0,"Action,Crime,Thriller",6.6,263994
Bam Bam (Feat. Ed Sheeran),Camila Cabello,Bam Bam (Feat. Ed Sheeran),2022-03-04,75,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1,0QBzMgT7NIeoCYy3sJCof1,3.4345,nm5305981,Camila Cabello,1997.0,,"music_artist,actress,composer",tt10740926,movie,Rob Peace,Rob Peace,0.0,2024.0,,120.0,"Biography,Drama",6.5,2079
Who Says,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,75,https://open.spotify.com/track/3TcL0dyCMyr0kyTTc4NLgI,3TcL0dyCMyr0kyTTc4NLgI,3.2602166666666665,nm4251467,Selena Gomez & The Scene,,,"actor,soundtrack,archive_footage",tt0103569,tvseries,The Tonight Show With Jay Leno,The Tonight Show With Jay Leno,0.0,1992.0,2014.0,62.0,"Comedy,Music,Talk-Show",5.3,11100
Who Says,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,75,https://open.spotify.com/track/3TcL0dyCMyr0kyTTc4NLgI,3TcL0dyCMyr0kyTTc4NLgI,3.2602166666666665,nm4251467,Selena Gomez & The Scene,,,"actor,soundtrack,archive_footage",tt0463398,tvseries,Dancing With The Stars,Dancing With The Stars,0.0,2005.0,,60.0,"Family,Music,Reality-Tv",4.9,10771
Dive,Ed Sheeran,÷ (Deluxe),2017-03-03,75,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,51ChrwmUPDJvedPQnIU8Ls,3.974,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt7991608,movie,Red Notice,Red Notice,0.0,2021.0,,118.0,"Action,Comedy,Thriller",6.3,339030
Dive,Ed Sheeran,÷ (Deluxe),2017-03-03,75,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,51ChrwmUPDJvedPQnIU8Ls,3.974,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt8079248,movie,Yesterday,Yesterday,0.0,2019.0,,116.0,"Comedy,Fantasy,Music",6.8,175787
Dive,Ed Sheeran,÷ (Deluxe),2017-03-03,75,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,51ChrwmUPDJvedPQnIU8Ls,3.974,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1473832,movie,Bridget Jones'S Baby,Bridget Jones'S Baby,0.0,2016.0,,123.0,"Comedy,Drama,Romance",6.4,87962
Dive,Ed Sheeran,÷ (Deluxe),2017-03-03,75,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,51ChrwmUPDJvedPQnIU8Ls,3.974,nm3247828,Ed Sheeran,1991.0,,"music_artist,actor,composer",tt1170358,movie,The Hobbit: The Desolation Of Smaug,The Hobbit: The Desolation Of Smaug,0.0,2013.0,,161.0,"Adventure,Fantasy",7.8,730951
No,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,75,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc,0l0CvurVUrr2w3Jj1hOVFc,3.5584333333333333,nm6574838,Meghan Trainor,1993.0,,"music_artist,actress,composer",tt2452042,movie,The Peanuts Movie,The Peanuts Movie,0.0,2015.0,,88.0,"Adventure,Animation,Comedy",7.0,51595
No,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,75,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc,0l0CvurVUrr2w3Jj1hOVFc,3.5584333333333333,nm6574838,Meghan Trainor,1993.0,,"music_artist,actress,composer",tt2398241,movie,Smurfs: The Lost Village,Smurfs: The Lost Village,0.0,2017.0,,90.0,"Adventure,Animation,Comedy",6.0,25817
No,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,75,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc,0l0CvurVUrr2w3Jj1hOVFc,3.5584333333333333,nm6574838,Meghan Trainor,1993.0,,"music_artist,actress,composer",tt2091935,movie,Mr. Right,Mr. Right,0.0,2015.0,,95.0,"Action,Comedy,Crime",6.3,63678
No,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,75,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc,0l0CvurVUrr2w3Jj1hOVFc,3.5584333333333333,nm6574838,Meghan Trainor,1993.0,,"music_artist,actress,composer",tt2361509,movie,The Intern,The Intern,0.0,2015.0,,121.0,"Comedy,Drama",7.1,292696
My Oh My (Feat. Dababy),Camila Cabello,Romance,2019-12-06,75,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K,2.8457666666666666,nm5305981,Camila Cabello,1997.0,,"music_artist,actress,composer",tt10155932,movie,Cinderella,Cinderella,0.0,2021.0,,112.0,"Comedy,Family,Fantasy",4.4,48801
My Oh My (Feat. Dababy),Camila Cabello,Romance,2019-12-06,75,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K,2.8457666666666666,nm5305981,Camila Cabello,1997.0,,"music_artist,actress,composer",tt5519340,movie,Bright,Bright,0.0,2017.0,,117.0,"Action,Fantasy,Thriller",6.3,205959
My Oh My (Feat. Dababy),Camila Cabello,Romance,2019-12-06,75,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K,2.8457666666666666,nm5305981,Camila Cabello,1997.0,,"music_artist,actress,composer",tt4630562,movie,The Fate Of The Furious,The Fate Of The Furious,0.0,2017.0,,136.0,"Action,Crime,Thriller",6.6,263994
My Oh My (Feat. Dababy),Camila Cabello,Romance,2019-12-06,75,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K,2.8457666666666666,nm5305981,Camila Cabello,1997.0,,"music_artist,actress,composer",tt10740926,movie,Rob Peace,Rob Peace,0.0,2024.0,,120.0,"Biography,Drama",6.5,2079
Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),2015-08-14,75,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,4DpNNXFMMxQEKl7r0ykkWA,2.997783333333333,nm1282260,Melanie Martinez,,,"writer,producer",tt1281970,tvseries,Aisling'S Diary,Aisling'S Diary,0.0,2008.0,,3.0,Drama,7.5,17
Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),2015-08-14,75,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,4DpNNXFMMxQEKl7r0ykkWA,2.997783333333333,nm2273573,Melanie Martinez,,,"actress,producer,production_designer",tt0808054,tvseries,The Good Night Show,The Good Night Show,0.0,2005.0,2017.0,,Family,7.5,124
Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),2015-08-14,75,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,4DpNNXFMMxQEKl7r0ykkWA,2.997783333333333,nm6791934,Melanie Martinez,1995.0,,"music_artist,actress,director",tt10521814,movie,K-12,K-12,0.0,2019.0,,96.0,"Fantasy,Horror,Musical",6.5,4112
